Literature,Category,Variable,Unit,Trt_aCO2 ,Trt_eCO2 ,Trt_CO2_unit,Trt_aP,Trt_eP,Trt_P_unit,Sample Size,aCaP_mean,aCaP_pos,aCaP_neg,aCeP_mean,aCeP_pos,aCeP_neg,eCaP_mean,eCaP_pos,eCaP_neg,eCeP_mean,eCeP_pos,eCeP_neg,Confidence interval type,Species,Vegetation_type,Soil_weight_in_pot,Soil_weight_unit,Pot_volume ,Pot_volume_unit,Experiment_duration,Experimental_duration_unit,Mycorrhizae_Literature,Mycorrhizae,Soil_growth_condition,CO2_exposure_type
Fleisher et al. 2012,Morphology,Leaf area,cm2 plant-1,400,800,ppm,0.61,1.8,g pot-1,4,1668,NA,NA,1649,NA,NA,2396,NA,NA,2117,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Morphology,Leaf area,cm2 plant-1,400,800,ppm,0.2,1.8,g pot-1,4,1789,NA,NA,9977,NA,NA,1599,NA,NA,9321,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Morphology,Leaf area,cm2 plant-1,400,800,ppm,1.2,1.8,g pot-1,4,5287,NA,NA,9977,NA,NA,4932,NA,NA,9321,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.13,0.15,0.11,0.37,0.41,0.33,0.14,0.15,0.13,0.37,0.43,0.31,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem P concentration,%,400,800,ppm,0.61,1.8,g pot-1,4,0.17,0.19,0.15,0.37,0.41,0.33,0.15,0.17,0.13,0.37,0.43,0.31,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.08,0.1,0.06,0.34,0.53,0.15,0.18,0.2,0.16,0.38,0.42,0.34,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem P concentration,%,400,800,ppm,1.2,1.8,g pot-1,4,0.21,0.26,0.16,0.34,0.53,0.15,0.37,0.43,0.31,0.38,0.42,0.34,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem N concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,4.47,4.68,4.26,3.65,3.8,3.5,4.44,4.74,4.14,2.76,2.85,2.67,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem N concentration,%,400,800,ppm,0.61,1.8,g pot-1,4,3.18,3.42,2.94,3.65,3.8,3.5,2.34,2.72,1.96,2.76,2.85,2.67,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem N concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,6.51,6.77,6.25,5.6,6.05,5.15,6.27,6.51,6.03,5.07,5.31,4.83,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Stem N concentration,%,400,800,ppm,1.2,1.8,g pot-1,4,5.41,5.7,5.12,5.6,6.05,5.15,5.22,5.38,5.06,5.07,5.31,4.83,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Concentration,Root N concentration,g N g-1,350,710,ppm,0,2,mM P,6,0.012871795,NA,NA,0.016358696,NA,NA,0.012867925,NA,NA,0.01704142,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Concentration,Root N concentration,g N g-1,350,710,ppm,0,2,mM P,6,0.011463415,NA,NA,0.012445175,NA,NA,0.012208333,NA,NA,0.011714286,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Concentration,Leaf N concentration,g N g-1,350,710,ppm,0,2,mM P,6,0.022216625,NA,NA,0.021014799,NA,NA,0.015781818,NA,NA,0.018863158,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Concentration,Leaf P concentration,g P g-1,350,710,ppm,0,2,mM P,6,0.00093199,NA,NA,0.001501057,NA,NA,0.000727273,NA,NA,0.000947368,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Concentration,Leaf N concentration,g N g-1,350,710,ppm,0,2,mM P,6,0.026315789,NA,NA,0.023880597,NA,NA,0.016720143,NA,NA,0.015287356,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Syvertsen and Graham 1999,Concentration,Leaf P concentration,g P g-1,350,710,ppm,0,2,mM P,6,0.000927318,NA,NA,0.001513859,NA,NA,0.000713012,NA,NA,0.001034483,NA,NA,NA,Citrus aurantium,Woody,NA,NA,0.0135,dm3,91,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.13,0.15,0.11,0.37,0.4,0.33,0.14,0.15,0.12,0.37,0.44,0.3,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf P concentration,%,400,800,ppm,0.61,1.8,g pot-1,4,0.17,0.2,0.16,0.37,0.4,0.33,0.14,0.16,0.12,0.37,0.44,0.3,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.09,0.11,0.07,0.34,0.53,0.15,0.19,0.21,0.16,0.39,0.43,0.33,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf P concentration,%,400,800,ppm,1.2,1.8,g pot-1,4,0.21,0.31,0.12,0.34,0.53,0.15,0.23,0.27,0.19,0.39,0.43,0.33,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf N concentration ,%,400,800,ppm,0.2,1.8,g pot-1,4,4.44,4.72,4.15,3.65,3.79,3.46,4.42,4.69,4.23,2.76,2.85,2.66,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf N concentration ,%,400,800,ppm,0.61,1.8,g pot-1,4,3.18,3.42,2.93,3.65,3.79,3.46,2.32,2.74,1.92,2.76,2.85,2.66,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf N concentration ,%,400,800,ppm,0.2,1.8,g pot-1,4,6.55,6.82,6.31,5.58,6.06,5.17,6.26,6.55,6.02,5.02,5.31,4.7,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Concentration,Leaf N concentration ,%,400,800,ppm,1.2,1.8,g pot-1,4,6.55,6.86,6.14,5.58,6.06,5.17,5.48,5.74,5.21,5.02,5.31,4.7,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,1.05,NA,NA,5.8,NA,NA,1.1,NA,NA,6.65,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,0.61,1.8,g pot-1,4,6.97,NA,NA,5.8,NA,NA,7.57,NA,NA,6.65,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,3.9,NA,NA,5.1,NA,NA,4,NA,NA,5.5,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,1.2,1.8,g pot-1,4,7.7,NA,NA,5.1,NA,NA,6.7,NA,NA,5.5,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Root biomass,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,5.64,6.41,4.87,9.17,10.79,7.55,3.74,3.91,3.57,6.21,6.91,5.51,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Root biomass,g plant-1,400,800,ppm,0.61,1.8,g pot-1,4,7.47,8.14,6.8,9.17,10.79,7.55,8.08,9.8,6.36,6.21,6.91,5.51,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Root biomass,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,6.31,7.44,5.18,10.33,12.77,7.89,7.05,8.25,5.85,11.11,13.29,8.93,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Root biomass,g plant-1,400,800,ppm,1.2,1.8,g pot-1,4,9.2,11.04,7.36,10.33,12.77,7.89,7.16,8.5,5.82,11.11,13.29,8.93,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Stem biomass ,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,2.74,3.27,2.21,5.06,5.49,4.63,3.06,3.69,2.43,6.12,6.65,5.59,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Stem biomass ,g plant-1,400,800,ppm,0.61,1.8,g pot-1,4,4.85,5.38,4.32,5.06,5.49,4.63,6.33,6.65,6.01,6.12,6.65,5.59,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Stem biomass ,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,3.59,4.22,2.96,25.33,26.81,23.85,3.48,3.69,3.27,29.55,31.34,27.76,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Stem biomass ,g plant-1,400,800,ppm,1.2,1.8,g pot-1,4,11.5,12.77,10.23,25.33,26.81,23.85,10.87,11.29,10.45,29.55,31.34,27.76,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,4.64,5.06,4.22,11.29,11.82,10.76,5.91,6.44,5.38,12.35,13.4,11.3,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,0.61,1.8,g pot-1,4,11.19,12.03,10.35,11.29,11.82,10.76,14.56,15.2,13.92,12.35,13.4,11.3,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,10.24,10.87,9.61,36.1,38.31,33.89,9.82,10.34,9.3,38.73,42.32,35.14,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Leaf biomass,g plant-1,400,800,ppm,1.2,1.8,g pot-1,4,23.32,24.49,22.15,36.1,38.31,33.89,22.59,23.54,21.64,38.73,42.32,35.14,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Total plant biomass ,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,27.05,28.2,25.9,53.07,53.41,52.73,20.91,22.95,18.87,59.21,62.42,56,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Total plant biomass ,g plant-1,400,800,ppm,0.61,1.8,g pot-1,4,48.1,50.15,46.05,53.07,53.41,52.73,65.06,68.27,61.85,59.21,62.42,56,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Total plant biomass ,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,37.28,39.62,34.94,84.94,90.49,79.39,42.54,46.93,38.15,107.46,117.4,97.52,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Biomass,Total plant biomass ,g plant-1,400,800,ppm,1.2,1.8,g pot-1,4,77.92,83.48,72.36,84.94,90.49,79.39,82.89,86.99,78.79,107.46,117.4,97.52,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Morphology,Leaf area,cm2 plant-1,400,800,ppm,0.2,1.8,g pot-1,4,367.35,459.2,316.33,1632.7,1816.3,1520.5,530.6,602,418.37,2010.2,2204.1,1744.9,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Morphology,Leaf area,cm2 plant-1,400,800,ppm,0.61,1.8,g pot-1,4,1683.7,2071.5,1632.7,1632.7,1816.3,1520.5,2377.6,2683.7,1734.7,2010.2,2204.1,1744.9,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Morphology,Leaf area,cm2 plant-1,400,800,ppm,0.2,1.8,g pot-1,4,1776,1949,1603,10007,10917,9097,1602,1776,1428,9314,10353,8275,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Morphology,Leaf area,cm2 plant-1,400,800,ppm,1.2,1.8,g pot-1,4,4505,4851,4159,10007,10917,9097,4418,4722,4114,9314,10353,8275,SE,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.13,NA,NA,0.43,NA,NA,0.12,NA,NA,0.52,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem P concentration,%,400,800,ppm,0.61,1.8,g pot-1,4,0.17,NA,NA,0.43,NA,NA,0.14,NA,NA,0.52,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.18,NA,NA,0.26,NA,NA,0.14,NA,NA,0.16,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem P concentration,%,400,800,ppm,1.2,1.8,g pot-1,4,0.24,NA,NA,0.26,NA,NA,0.16,NA,NA,0.16,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.12,NA,NA,0.37,NA,NA,0.13,NA,NA,0.37,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf P concentration,%,400,800,ppm,0.61,1.8,g pot-1,4,0.17,NA,NA,0.37,NA,NA,0.15,NA,NA,0.37,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.09,NA,NA,0.34,NA,NA,0.18,NA,NA,0.39,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf P concentration,%,400,800,ppm,1.2,1.8,g pot-1,4,0.21,NA,NA,0.34,NA,NA,0.22,NA,NA,0.39,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Root P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.1,NA,NA,0.4,NA,NA,0.07,NA,NA,0.35,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Root P concentration,%,400,800,ppm,0.61,1.8,g pot-1,4,0.13,NA,NA,0.4,NA,NA,0.09,NA,NA,0.35,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Root P concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,0.14,NA,NA,0.52,NA,NA,0.11,NA,NA,0.4,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Root P concentration,%,400,800,ppm,1.2,1.8,g pot-1,4,0.24,NA,NA,0.52,NA,NA,0.14,NA,NA,0.4,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem N concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,4.29,NA,NA,2.22,NA,NA,4.16,NA,NA,2.82,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem N concentration,%,400,800,ppm,0.61,1.8,g pot-1,4,2.19,NA,NA,2.22,NA,NA,2.22,NA,NA,2.82,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem N concentration,%,400,800,ppm,0.2,1.8,g pot-1,4,6.08,NA,NA,6.01,NA,NA,6.09,NA,NA,4.03,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Stem N concentration,%,400,800,ppm,1.2,1.8,g pot-1,4,4.56,NA,NA,6.01,NA,NA,5.26,NA,NA,4.03,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf N concentration ,%,400,800,ppm,0.2,1.8,g pot-1,4,4.47,NA,NA,3.64,NA,NA,4.44,NA,NA,2.75,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf N concentration ,%,400,800,ppm,0.61,1.8,g pot-1,4,3.19,NA,NA,3.64,NA,NA,2.35,NA,NA,2.75,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf N concentration ,%,400,800,ppm,0.2,1.8,g pot-1,4,6.54,NA,NA,6.59,NA,NA,6.29,NA,NA,5.02,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2013,Concentration,Leaf N concentration ,%,400,800,ppm,1.2,1.8,g pot-1,4,5.48,NA,NA,6.59,NA,NA,5.21,NA,NA,5.02,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,56,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Fleisher et al. 2012,Biomass,Stem P content,g plant-1,400,800,ppm,0.2,1.8,g pot-1,4,0.00364,NA,NA,0.01924,NA,NA,0.00434,NA,NA,0.02257,NA,NA,NA,Solanum tuberosum,Nonwoody,NA,NA,16,L,63,Days,Soudzilovshaia et al. 2019,AM,restricted,chambers
Lewis et al. 2010,Morphology,LMA,g cm-2,350,700,ppm,0.004,0.5,mM P,8,0.024642681,0.025131943,0.024172105,0.015905837,0.017599437,0.014509576,0.031615555,0.033568312,0.029877502,0.021978022,0.023912004,0.020333469,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Morphology,LMA,g cm-2,350,700,ppm,0.012,0.5,mM P,8,0.023696682,0.024777007,0.02270663,0.015905837,0.017599437,0.014509576,0.031308704,0.033222591,0.029603316,0.021978022,0.023912004,0.020333469,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Morphology,LMA,g cm-2,350,700,ppm,0.02,0.5,mM P,8,0.024770869,0.025608195,0.023986568,0.015905837,0.017599437,0.014509576,0.031036623,0.03208213,0.030057109,0.021978022,0.023912004,0.020333469,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Morphology,LMA,g cm-2,350,700,ppm,0.06,0.5,mM P,8,0.023084026,0.0248942,0.02151926,0.015905837,0.017599437,0.014509576,0.030497103,0.032583904,0.028661508,0.021978022,0.023912004,0.020333469,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Morphology,LMA,g cm-2,350,700,ppm,0.1,0.5,mM P,8,0.019719976,0.020911752,0.018656716,0.015905837,0.017599437,0.014509576,0.030978934,0.031756113,0.030238887,0.021978022,0.023912004,0.020333469,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Leaf biomass ,g,350,700,ppm,0.004,0.5,mM P,8,11.8813,13.44519,10.401898,13.693785,16.712056,10.87484,14.544855,16.636422,12.585984,32.846213,37.04795,28.812308,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Leaf biomass ,g,350,700,ppm,0.012,0.5,mM P,8,12.6852,14.721,10.768038,13.693785,16.712056,10.87484,18.04065,20.416752,15.807504,32.846213,37.04795,28.812308,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Leaf biomass ,g,350,700,ppm,0.02,0.5,mM P,8,15.543558,17.45424,13.708926,13.693785,16.712056,10.87484,15.537592,17.86239,13.29671,32.846213,37.04795,28.812308,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Leaf biomass ,g,350,700,ppm,0.06,0.5,mM P,8,13.71214,16.051194,11.536662,13.693785,16.712056,10.87484,15.234692,17.849376,12.80492,32.846213,37.04795,28.812308,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Leaf biomass ,g,350,700,ppm,0.1,0.5,mM P,8,16.276806,19.311775,13.472445,13.693785,16.712056,10.87484,27.015066,31.444329,22.921875,32.846213,37.04795,28.812308,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Stem biomass ,g,350,700,ppm,0.004,0.5,mM P,8,14.613999,16.5726,12.764946,16.159087,19.4498,13.02468,12.1992,14.204795,10.344925,22.299907,25.543812,19.240928,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Stem biomass ,g,350,700,ppm,0.012,0.5,mM P,8,15.6156,18.214784,13.181698,16.159087,19.4498,13.02468,16.815564,19.11816,14.658432,22.299907,25.543812,19.240928,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Stem biomass ,g,350,700,ppm,0.02,0.5,mM P,8,17.60103,20.03484,15.300054,16.159087,19.4498,13.02468,13.43034,15.669031,11.315255,22.299907,25.543812,19.240928,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
Lewis et al. 2010,Biomass,Stem biomass ,g,350,700,ppm,0.06,0.5,mM P,8,15.43189,18.139734,12.923182,16.159087,19.4498,13.02468,12.639016,14.59431,10.794466,22.299907,25.543812,19.240928,SE,Populus deltoides,Woody,NA,NA,3.5,L,70,Days,Soudzilovshaia et al. 2019,ECM-AM,restricted,chambers
